Sr. No.,Year,Author,Exp,Data,Vel,Temp,RH,hours,Fit,Variety,Technique,Pretreatment,P_temp,P_time,kg_r,kg_m,Diff_r,Diff_m,Do,TD,alpha,aLR,aRL,mwR,Density,Berry Count,Radius,Dry_Mass,Weight_i,Vol_i,Water_i,MR_i,MC_i,MC_i,Weight_f,Vol_f,Water_f,MC_eq_Lit,MC_eq_Lit,MR_f,MC_f,MC_f,Pretreatment
345,2006,Telis V. R. N.,3,22,1,50,15,144,0.647,Ruby,Convective,Chemical,25,30,,8,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,166.628,129.169,6.628,0.0142,0.014,0.0052,0.0414,0.0398,6% K2CO3 + 0.5% olive oil (30 sec)
346,2006,Telis V. R. N.,4,22,1,50,15,144,0.235,Ruby,Convective,Chemical,25,30,,6,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,166.628,129.169,6.628,0.0142,0.014,0.0052,0.0414,0.0398,4% K2CO3 + 1.5% olive oil (30 sec)
347,2006,Telis V. R. N.,5,18,1,50,15,144,0.519,Ruby,Convective,Chemical,25,30,,8,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,165.204,128.065,5.204,0.0142,0.014,0.0035,0.0325,0.0315,2% K2CO3 + 2.5% olive oil (30 sec)
348,2006,Telis V. R. N.,6,27,1,50,15,144,0.553,Ruby,Convective,Chemical,25,30,,9,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,162.272,125.792,2.272,0.0142,0.014,0,0.0142,0.014,6% K2CO3 + 2.5% olive oil (30 sec)
349,2006,Telis V. R. N.,7,18,1,50,15,58,0.105,Ruby,Convective,Chemical,25,120,,5,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,541.377,419.672,381.377,0.0142,0.014,0.4525,2.3836,0.7045,6% K2CO3 (2 min)
350,2006,Telis V. R. N.,8,35,1,50,15,100,0.078,Ruby,Convective,Chemical,25,120,,17,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,162.515,125.98,2.515,0.0142,0.014,0.0003,0.0157,0.0155,6% K2CO3 + 0.5% olive oil (2 min)
351,2006,Telis V. R. N.,9,35,1,50,15,93,0.231,Ruby,Convective,Chemical,25,120,,26,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,165.212,128.071,5.212,0.0142,0.014,0.0035,0.0326,0.0315,6% K2CO3 + 2.5% olive oil (2 min)
352,2006,Telis V. R. N.,10,26,1,50,15,101,0.45,Ruby,Convective,Chemical,25,120,,9,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,163.855,127.019,3.855,0.0142,0.014,0.0019,0.0241,0.0235,2% lecithin (2 min)
353,2006,Telis V. R. N.,11,27,1,50,15,101,0.418,Ruby,Convective,Chemical,25,300,,11,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,163.637,126.851,3.637,0.0142,0.014,0.0016,0.0227,0.0222,2% lecithin (5 min)
354,2006,Telis V. R. N.,12,23,1,50,15,101,0.769,Ruby,Convective,Chemical,25,120,,11,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,167.977,130.215,7.977,0.0142,0.014,0.0068,0.0499,0.0475,4% lecithin (2 min)
355,2006,Telis V. R. N.,13,27,1,50,15,101,0.717,Ruby,Convective,Chemical,25,300,,13,,7.08E-05,7.50E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,160,1000,930.233,840,1,5.25,0.84,163.637,126.851,3.637,0.0142,0.014,0.0016,0.0227,0.0222,4% lecithin (5 min)
356,2007,Al-Juamily K. E. J.,1,15,0.4,65,30,72,0.154,Unreported,Convective,Untreated,Untreated,Untreated,,10,,1.13E-04,7.90E+08,2995,1.79E-02,2.30E-02,5.49E-01,29.6,,,,,,,,,,,,,,,,,,,Untreated
357,2007,Esmaiili M. 1,1,80,1,50,12.5,79,0.087,Thomson,Convective,Chemical,25,180,,13,,2.12E-04,8.17E+08,2669,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,93.635,72.585,23.047,0.17,0.1453,0.0508,0.3265,0.2461,Hot water
358,2007,Esmaiili M. 1,2,20,1,50,12.5,19,0.032,Thomson,Convective,Chemical,25,180,,51,,2.12E-04,8.17E+08,2669,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,93.133,72.196,22.544,0.17,0.1453,0.0485,0.3194,0.2421,Ethyl oleate emulsion
359,2007,Esmaiili M. 1,3,16,1,60,7.7,15,0.03,Thomson,Convective,Chemical,25,180,,37,,2.71E-04,8.17E+08,2669,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,93.133,72.196,22.544,0.17,0.1453,0.0485,0.3194,0.2421,Ethyl oleate emulsion
360,2007,Esmaiili M. 1,4,13,1,70,4.9,12,0.01,Thomson,Convective,Chemical,25,180,,32,,3.42E-04,8.17E+08,2669,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,95.111,73.73,24.523,0.17,0.1453,0.0576,0.3474,0.2578,Ethyl oleate emulsion
361,2007,Esmaiili M. 1,5,15,1,60,12.5,41,0.04,Thomson,Convective,Chemical,25,180,,22,,2.71E-04,8.17E+08,2669,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,82.588,64.022,12,0.17,0.1453,0,0.17,0.1453,PAKSAN oil emulsion
362,2007,Esmaiili M. 1,6,15,1,40,20.9,66,0.017,Thomson,Convective,Chemical,25,180,,50,,1.62E-04,8.17E+08,2669,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,82.588,64.022,12,0.17,0.1453,0,0.17,0.1453,PAKSAN oil emulsion
363,2007,Esmaiili M. 2,1,21,1.5,50,12.5,80,0.087,Thomson,Convective,Chemical,90,30,,13,,1.09E-04,8.20E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,93.635,72.585,23.047,0.17,0.1453,0.0508,0.3265,0.2461,Hot water
364,2007,Esmaiili M. 2,2,26,1.5,50,12.5,25,0.032,Thomson,Convective,Chemical,25,30,,51,,1.09E-04,8.20E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,93.133,72.196,22.544,0.17,0.1453,0.0485,0.3194,0.2421,Ethyl oleate emulsion
365,2007,Esmaiili M. 2,3,17,1.5,60,7.7,16,0.03,Thomson,Convective,Chemical,25,30,,37,,1.43E-04,8.20E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,93.133,72.196,22.544,0.17,0.1453,0.0485,0.3194,0.2421,Ethyl oleate emulsion
366,2007,Esmaiili M. 2,4,16,1.5,70,4.9,15,0.01,Thomson,Convective,Chemical,25,30,,32,,1.84E-04,8.20E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,95.111,73.73,24.523,0.17,0.1453,0.0576,0.3474,0.2578,Ethyl oleate emulsion
367,2007,Esmaiili M. 2,5,15,1.5,60,12.5,41,0.04,Thomson,Convective,Chemical,25,30,,22,,1.43E-04,8.20E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,82.588,64.022,12,0.17,0.1453,0,0.17,0.1453,PAKSAN oil emulsion
368,2007,Esmaiili M. 2,6,15,1.5,40,20.9,66,0.017,Thomson,Convective,Chemical,25,30,,50,,8.23E-05,8.20E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,120,0.822,70.588,300,279.07,229.412,1,3.25,0.7647,82.588,64.022,12,0.17,0.1453,0,0.17,0.1453,PAKSAN oil emulsion
369,2007,Margaris D. P.,1,34,0.45,69,0,72,0.011,Thomson,Convective,Untreated,Untreated,Untreated,,5,,3.04E-04,8.00E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1320,0.082,0.825,3.3,3.07,2.475,1,3,0.75,0.974,0.755,0.149,0.0865,0.0796,0.0321,0.18,0.1525,Untreated
370,2007,To?rul ?. T.,1,33,0.05,33,0,100,0.05,Unreported,Open Sun,Chemical,25,120,,15,,3.42E-05,8.40E+08,3095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,198.02,1000,930.233,801.98,1,4.05,0.802,383.534,297.313,185.514,0,0,0.2313,0.9368,0.4837,"5% K2CO3 + 0.5% olive oil (ambient temp., 2 min)"
371,2008,Barnwal P.,1,18,0.01,33.3,25,408,0.781,Thomson,Open Sun,Untreated,Untreated,Untreated,,7,,4.01E-06,5.00E+08,3595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,120,800,744.186,680,1,5.6667,0.85,270.05,209.341,150.05,0.2195,0.18,0.1893,1.2504,0.5556,Untreated
372,2008,Barnwal P.,2,18,0.35,33.3,25,336,0.608,Thomson,Convective,Untreated,Untreated,Untreated,,11,,4.01E-06,5.00E+08,3595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,120,800,744.186,680,1,5.6667,0.85,293.09,227.202,173.09,0.2195,0.18,0.2245,1.4424,0.5906,Untreated
373,2008,Barnwal P.,3,18,0.5,33.3,25,288,2.217,Thomson,Convective,Untreated,Untreated,Untreated,F,18,,4.01E-06,5.00E+08,3595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,120,800,744.186,680,1,5.6667,0.85,337.33,261.496,217.33,0.2195,0.18,0.2922,1.8111,0.6443,Untreated
374,2008,Barnwal P.,4,18,0.02,33.3,25,408,1.642,Thomson,Convective,Untreated,Untreated,Untreated,,8,,4.01E-06,5.00E+08,3595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,236,0.822,88.5,590,548.837,501.5,1,5.6667,0.85,133.82,103.736,45.32,0.2195,0.18,0.0537,0.5121,0.3387,Untreated
375,2008,Barnwal P.,5,18,0.01,33.3,25,408,1.481,Thomson,Open Sun,Untreated,Untreated,Untreated,,7,,4.01E-06,5.00E+08,3595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,236,0.822,88.5,590,548.837,501.5,1,5.6667,0.85,140.23,108.705,51.73,0.2195,0.18,0.067,0.5845,0.3689,Untreated
376,2008,Dev S. R. S.,1,11,0.3,65,20,20,0.014,Unreported,Convective,Untreated,Untreated,Untreated,,24,,4.18E-04,9.00E+08,2595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,12.312,50,46.512,37.688,1,3.0611,0.7538,14.979,11.611,2.667,0.18,0.1525,0.0127,0.2166,0.178,Untreated (control)
377,2008,Dev S. R. S.,2,9,0.3,65,20,16,0.038,Unreported,Convective,Electric,NotApplicable,NotApplicable,,29,,4.18E-04,9.00E+08,2595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,12.312,50,46.512,37.688,1,3.0611,0.7538,15.149,11.744,2.837,0.18,0.1525,0.0175,0.2304,0.1873,Pulsed electric field (1 Hz)
378,2008,Dev S. R. S.,3,9,0.3,65,20,16,0.017,Unreported,Convective,Microwave,NotApplicable,NotApplicable,,33,,4.18E-04,9.00E+08,2595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,12.312,50,46.512,37.688,1,3.0611,0.7538,14.812,11.482,2.5,0.18,0.1525,0.008,0.2031,0.1688,MW (5 W/g power density)
379,2008,Dev S. R. S.,4,9,0.3,65,20,16,0.022,Unreported,Convective,Microwave,NotApplicable,NotApplicable,,32,,4.18E-04,9.00E+08,2595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,12.312,50,46.512,37.688,1,3.0611,0.7538,14.569,11.294,2.257,0.18,0.1525,0.0011,0.1833,0.1549,MW (2 W/g power density)
380,2008,Dev S. R. S.,5,7,0.3,65,20,12,0.041,Unreported,Convective,Chemical,80,30,,38,,4.18E-04,9.00E+08,2595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,20,0.822,12.312,50,46.512,37.688,1,3.0611,0.7538,15.065,11.678,2.753,0.18,0.1525,0.0151,0.2236,0.1827,"2% (w/w) NotApplicableOH + 2% (v/v) ethyl oleate (80°C, 30 sec)"
381,2008,Ismail O.,1,24,1.5,60,20,23,0.024,Thomson,Convective,Chemical,25,180,,27,,2.82E-04,9.20E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,205,1000,930.233,795,1,3.878,0.795,281.785,218.438,76.785,0.2048,0.17,0.0462,0.3746,0.2725,2% oleic acid
382,2008,Ismail O.,2,24,1.5,60,20,23,0.04,Thomson,Convective,Chemical,25,180,,29,,2.82E-04,9.20E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,205,1000,930.233,795,1,3.878,0.795,281.785,218.438,76.785,0.2048,0.17,0.0462,0.3746,0.2725,2% K2CO3
383,2008,Ismail O.,3,53,1.5,60,20,52,0.05,Thomson,Convective,Untreated,Untreated,Untreated,,10,,2.82E-04,9.20E+08,2695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,205,1000,930.233,795,1,3.878,0.795,295.723,229.243,90.723,0.2048,0.17,0.0647,0.4426,0.3068,Untreated
384,2009,Çakmak G.,1,45,0.5,45,30,200,0.76,Seeded,Convective,Chemical,25,60,,20,,2.80E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,272.368,211.138,16.284,0.0636,0.0598,0,0.0636,0.0598,Potasa solution
385,2009,Çakmak G.,2,37,0.5,70,10,170,0.183,Seeded,Convective,Chemical,25,60,,24,,5.81E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,269.449,208.875,13.365,0.0522,0.0496,0,0.0522,0.0496,Potasa solution
386,2009,Çakmak G.,3,35,0.5,70,10,152,0.848,Seeded,Convective,Chemical,25,60,,35,,5.81E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,272.079,210.914,15.995,0.0625,0.0588,0,0.0625,0.0588,Potasa solution
387,2009,Çakmak G.,4,27,1,65,12,122,0.451,Seeded,Convective,Chemical,25,60,F,31,,5.06E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,268.248,207.944,12.164,0.0475,0.0453,0,0.0475,0.0453,Potasa solution
388,2009,Çakmak G.,5,25,1,65,12,104,0.167,Seeded,Convective,Chemical,25,60,,22,,5.06E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,271.815,210.709,15.731,0.0614,0.0579,0,0.0614,0.0579,Potasa solution
389,2009,Çakmak G.,6,23,1.5,61,15,100,0.241,Seeded,Convective,Chemical,25,60,,21,,4.52E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,267.203,207.134,11.119,0.0434,0.0416,0,0.0434,0.0416,Potasa solution
390,2009,Çakmak G.,7,20,1.5,61,15,80,0.186,Seeded,Convective,Chemical,25,60,,17,,4.52E-05,6.20E+08,3183,1.79E-02,8.30E-02,1.49E-01,29.6,1075,400,0.822,256.084,1000,930.233,743.916,1,2.905,0.7439,270.76,209.892,14.676,0.0573,0.0542,0,0.0573,0.0542,Potasa solution
391,2009,Zomorodian A. A.,1,12,2.7,39.5,25,33,0.111,Thomson,Convective,Chemical,25,60,,80,,1.64E-03,9.30E+08,1983,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,220,1000,930.233,780,1,3.5455,0.78,263.259,204.077,43.259,0,0,0.0555,0.1966,0.1643,5% K2CO3 + 2.5% vegetable oil
392,2009,Zomorodian A. A.,2,11,6.9,44.5,20,30,0.094,Thomson,Convective,Chemical,25,60,,79,,1.81E-03,9.30E+08,1983,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,220,1000,930.233,780,1,3.5455,0.78,264.655,205.159,44.655,0,0,0.0573,0.203,0.1687,5% K2CO3 + 2.5% vegetable oil
393,2009,Zomorodian A. A.,3,8,4.7,50.5,15,21,0.048,Thomson,Convective,Chemical,25,60,,78,,2.03E-03,9.30E+08,1983,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,220,1000,930.233,780,1,3.5455,0.78,266.043,206.235,46.043,0,0,0.059,0.2093,0.1731,5% K2CO3 + 2.5% vegetable oil
394,2009,Zomorodian A. A.,4,11,2.75,39.5,25,30,0.228,Thomson,Convective,Chemical,25,60,,91,,1.64E-03,9.30E+08,1983,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,220,1000,930.233,780,1,3.5455,0.78,257.783,199.832,37.783,0,0,0.0484,0.1717,0.1466,5% K2CO3 + 2.5% vegetable oil
395,2009,Zomorodian A. A.,5,10,6.9,44.5,20,27,0.089,Thomson,Convective,Chemical,25,60,,89,,1.81E-03,9.30E+08,1983,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,220,1000,930.233,780,1,3.5455,0.78,267.533,207.39,47.533,0,0,0.0609,0.2161,0.1777,5% K2CO3 + 2.5% vegetable oil
396,2009,Zomorodian A. A.,6,7,4.7,50.5,15,18,0.064,Thomson,Convective,Chemical,25,60,,81,,2.03E-03,9.30E+08,1983,1.79E-02,2.30E-02,1.49E-01,29.6,1075,400,0.822,220,1000,930.233,780,1,3.5455,0.78,265.092,205.498,45.092,0,0,0.0578,0.205,0.1701,5% K2CO3 + 2.5% vegetable oil
397,2010,Barnwal P.,1,8,0.8,33.3,25,7,0,Thomson,Convective,Untreated,Untreated,Untreated,,10,,1.47E-04,7.00E+08,2595,1.79E-02,2.30E-02,5.49E-01,29.6,1075,1600,0.822,0.6,4,3.721,3.4,1,5.6667,0.85,3.776,2.927,3.176,0.2195,0.18,0.9314,5.293,0.8411,
398,2010,Li L.,1,12,0.1,23.5,30,576,1.086,Thomson,Convective,Untreated,Untreated,Untreated,,10,,1.33E-05,4.50E+08,3095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,219.833,1000,930.233,780.167,1,3.5489,0.7802,259.162,200.9,39.328,0.1789,0.1518,0,0.1789,0.1518,Untreated
399,2010,Li L.,2,10,0.2,20.5,28,432,2.272,Thomson,Convective,Untreated,Untreated,Untreated,,16,,1.19E-05,4.50E+08,3095,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,223.949,1000,930.233,776.051,1,3.4653,0.7761,264.327,204.904,40.378,0.18,0.1525,0.0001,0.1803,0.1528,Untreated
400,2010,Rathore N. S.,1,7,3,65,20,144,0.125,Thomson,Convective,Untreated,Untreated,Untreated,,5,,6.55E-04,7.80E+08,2395,1.79E-02,2.30E-02,5.49E-01,29.6,1075,128,0.822,49.459,320,297.674,270.541,1,5.47,0.8454,58.879,45.643,9.42,0.18,0.1525,0.002,0.1905,0.16,
401,2010,Thakur A. K.,1,17,1.5,60,20,16,0.095,Perlette,Convective,Untreated,Untreated,Untreated,,24,,6.30E-03,1.02E+09,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,50,0.822,41.254,125,116.279,83.746,1,2.03,0.67,49.275,38.197,8.02,0.19,0.1597,0.0024,0.1944,0.1628,Whole untreated berries
402,2010,Thakur A. K.,2,15,1.5,60,20,14,0.083,Perlette,Convective,Physical,NotApplicable,NotApplicable,,35,,6.30E-03,1.02E+09,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,50,0.822,41.254,125,116.279,83.746,1,2.03,0.67,49.312,38.226,8.058,0.182,0.154,0.0072,0.1953,0.1634,Whole berries with superficial abrasion of peel
403,2010,Thakur A. K.,3,11,1.5,60,20,10,0.097,Perlette,Convective,Physical,NotApplicable,NotApplicable,,36,,6.30E-03,1.02E+09,1695,1.79E-02,2.30E-02,5.49E-01,29.6,1075,50,0.822,41.254,125,116.279,83.746,1,2.03,0.67,48.699,37.751,7.445,0.176,0.1497,0.0024,0.1805,0.1529,Half-cut berries
404,2010,To?rul ?. T.,1,38,1.25,40,25,6,0.001,Black,Convective,Chemical,25,180,,16,,3.34E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,637,493.798,490,0.0612,0.0577,0.8842,3.3333,0.7692,5% K2CO3 + 0.5% olive oil
405,2010,To?rul ?. T.,2,38,1,40,25,7,0.003,Black,Convective,Chemical,25,180,,14,,3.34E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,654.043,507.01,507.043,0.0612,0.0577,0.9155,3.4493,0.7752,5% K2CO3 + 0.5% olive oil
406,2010,To?rul ?. T.,3,39,0.75,40,25,8,0.001,Black,Convective,Chemical,25,180,,11,,3.34E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,651.063,504.7,504.063,0.0612,0.0577,0.91,3.429,0.7742,5% K2CO3 + 0.5% olive oil
407,2010,To?rul ?. T.,4,38,0.5,40,25,9,0.001,Black,Convective,Chemical,25,180,,8,,3.34E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,662.799,513.798,515.799,0.0612,0.0577,0.9316,3.5088,0.7782,5% K2CO3 + 0.5% olive oil
408,2010,To?rul ?. T.,5,45,1.25,50,15,8,0.005,Black,Convective,Chemical,25,180,,6,,4.53E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,614.385,476.267,467.385,0.0612,0.0577,0.8426,3.1795,0.7607,5% K2CO3 + 0.5% olive oil
409,2010,To?rul ?. T.,6,39,1,50,15,7,0.002,Black,Convective,Chemical,25,180,,9,,4.53E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,622.3,482.403,475.3,0.0612,0.0577,0.8572,3.2333,0.7638,5% K2CO3 + 0.5% olive oil
410,2010,To?rul ?. T.,7,37,0.75,50,15,9,0.015,Black,Convective,Chemical,25,180,,11,,4.53E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,620.415,480.942,473.415,0.0612,0.0577,0.8537,3.2205,0.7631,5% K2CO3 + 0.5% olive oil
411,2010,To?rul ?. T.,8,32,0.5,50,15,7,0.016,Black,Convective,Chemical,25,180,,11,,4.53E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,647.93,502.272,500.93,0.0612,0.0577,0.9043,3.4077,0.7731,5% K2CO3 + 0.5% olive oil
412,2010,To?rul ?. T.,9,27,1.25,60,10,8,0.003,Black,Convective,Chemical,25,180,,9,,6.03E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,565.996,438.756,418.996,0.0612,0.0577,0.7537,2.8503,0.7403,5% K2CO3 + 0.5% olive oil
413,2010,To?rul ?. T.,10,32,1,60,10,10,0.001,Black,Convective,Chemical,25,180,,8,,6.03E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,557.878,432.464,410.878,0.0612,0.0577,0.7387,2.7951,0.7365,5% K2CO3 + 0.5% olive oil
414,2010,To?rul ?. T.,11,20,0.75,60,10,6,0.002,Black,Convective,Chemical,25,180,,8,,6.03E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,606.037,469.796,459.037,0.0612,0.0577,0.8273,3.1227,0.7574,5% K2CO3 + 0.5% olive oil
415,2010,To?rul ?. T.,12,23,0.5,60,10,7,0.012,Black,Convective,Chemical,25,180,,8,,6.03E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,616.859,478.185,469.859,0.0612,0.0577,0.8472,3.1963,0.7617,5% K2CO3 + 0.5% olive oil
416,2010,To?rul ?. T.,13,23,1.25,70,6,8,0.013,Black,Convective,Chemical,25,180,,16,,7.90E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,370.499,287.208,223.499,0.0612,0.0577,0.3943,1.5204,0.6032,5% K2CO3 + 0.5% olive oil
417,2010,To?rul ?. T.,14,23,1,70,6,8,0.004,Black,Convective,Chemical,25,180,,10,,7.90E-05,6.30E+08,3083,1.79E-02,2.30E-02,1.49E-01,29.6,1075,280,0.822,147,700,651.163,553,1,3.7619,0.79,476.118,369.084,329.118,0.0612,0.0577,0.5885,2.2389,0.6913,5% K2CO3 + 0.5% olive oil
